universidad_nombre,institucion_nombre,institucion_direccion,api,coordenadas,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,lat,lon,departamento_id,departamento_nombre,latitud,longitud,municipio_id,municipio_nombre,provincia_id,provincia_nombre,carrera_grupo,carrera_nombre
Instituto Universitario de Seguridad Marítima,Instituto Universitario de Seguridad Marítima,Av. Corrientes 345,,"-34.6030978,-58.3739408",,,,,,,,,,,,,,,,,,,,,,-34.60309779999999,-58.37394079999999,2007.0,Comuna 1,-34.60309779999999,-58.37394079999999,,,02,Ciudad Autónoma de Buenos Aires,"Educación,Sociales,Naturales,Exactas,Economicas","Ingeniería Naval,Formación Docente de Nivel Superior y Universitario,Sanidad y Saneamiento Ambiental,Formacion Docente de Nivel Superíor y Universitario,Ciencias del Ambiente y Recursos Naturales,Administración Publica,Administración Pública,Ciencia Política,Relaciones Internacionales,Carrera No Definida"
"Instituto Universitario del Ejército ""Mayor Francisco Romero""","Instituto Universitario del Ejército ""Mayor Francisco Romero""",Av. Cabildo 65,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Av. Cabildo 65&provincia=2,"-34.57439170160686,-58.43650022052455",,,,,,,,,,,,,,,,,,,,,,-34.574391701606864,-58.43650022052455,2098.0,Comuna 14,-34.574391701606864,-58.43650022052455,,,02,Ciudad Autónoma de Buenos Aires,,
Instituto Universitario del Gran Rosario,Instituto Universitario del Gran Rosario,Corrientes 1254,,"-32.9512965,-60.6460659",,,,,,,,,,,,,,,,,,,,,,-32.951296500000005,-60.646065899999996,82084.0,Rosario,-32.951296500000005,-60.646065899999996,,,82,Santa Fe,,
Instituto Universitario Escuela Argentina de Negocios,Instituto Universitario Escuela Argentina de Negocios,Av. Córdoba 1690,,"-34.5997447,-58.3934405",,,,,,,,,,,,,,,,,,,,,,-34.5997447,-58.393440500000004,2021.0,Comuna 3,-34.5997447,-58.393440500000004,,,02,Ciudad Autónoma de Buenos Aires,"Tecnologia,Economicas","Administración de Empresas Agropecuarias,Comercio Internacional,Comercializacion y Marketing,Gestion y Administración de Empresas,Gestión y Administración de Empresas,Comercialización y Marketing,Computación, Sistemas e Informática,Relaciones Laborales,Contador Público Nacional,Contador Publico Nacional,Administración Hotelera"
Instituto Universitario Escuela de Medicina del Hospital Italiano,Instituto Universitario Escuela de Medicina del Hospital Italiano,Potosí 4265,,"-34.6071979,-58.4291149",,,,,,,,,,,,,,,,,,,,,,-34.6071979,-58.429114899999995,2035.0,Comuna 5,-34.6071979,-58.429114899999995,,,02,Ciudad Autónoma de Buenos Aires,"Tecnologia,Educación,Psicologia,Salud","Óptica,Salud Publica,Bioquímica,Salud Pública,Computación, Sistemas e Informática,Instrumentación Quirúrgica,Enfermería,Formacion Docente de Nivel Superíor y Universitario,Instrumentacion Quirurgica,Psicologia,optica,Enfermeria,Farmacia,Carrera No Definida,Psicología,Nutrición,Medicina,Formación Docente de Nivel Superior y Universitario,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias de la Salud,Bioquimica"
Instituto Universitario Escuela Superior de Economía y Administración de Empresas,Instituto Universitario Escuela Superior de Economía y Administración de Empresas,Uriarte 2472,,"-34.5809241,-58.4253568",,,,,,,,,,,,,,,,,,,,,,-34.580924100000004,-58.425356799999996,2098.0,Comuna 14,-34.580924100000004,-58.425356799999996,,,02,Ciudad Autónoma de Buenos Aires,"Sociales,Arte,Derecho,Economicas","Artes Audiovisuales,Publicidad,Sociologia,Períodismo,Derecho y Ciencias Juridicas,Finanzas y Negocios,Gestion y Administración de Empresas,Gestión y Administración de Empresas,Sociología,Derecho y Ciencias Jurídicas,Periodismo,Economía,Economia"
Instituto Universitario ISEDET,Instituto Universitario ISEDET,Camacuá 282,,"-34.6307959,-58.4656187",,,,,,,,,,,,,,,,,,,,,,-34.630795899999995,-58.4656187,2049.0,Comuna 7,-34.630795899999995,-58.4656187,,,02,Ciudad Autónoma de Buenos Aires,,
Instituto Universitario Italiano de Rosario,Instituto Universitario Italiano de Rosario,Crespo 843,,"-32.9415838,-60.6705633",,,,,,,,,,,,,,,,,,,,,,-32.9415838,-60.67056329999999,82084.0,Rosario,-32.9415838,-60.67056329999999,,,82,Santa Fe,"Educación,Psicologia,Salud","Formacion Docente para el nivel medio y/o superíor Universitario y no Universitario,Enfermería,Psicología,Odontologia,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias de la Salud,Psicologia,Enfermeria,Odontología,Formacion Docente para el nivel medio y/o superíor Universitario y no,Medicina"
"Instituto Universitario Nacional de Derechos Humanos ""Madres de Plaza de Mayo""","Instituto Universitario Nacional de Derechos Humanos ""Madres de Plaza de Mayo""",Av. Pueyrredón 19,,"-34.6097284,-58.4079993",,,,,,,,,,,,,,,,,,,,,,-34.6097284,-58.4079993,2021.0,Comuna 3,-34.6097284,-58.4079993,,,02,Ciudad Autónoma de Buenos Aires,,
Instituto Universitario Nacional del Arte,Instituto Universitario Nacional del Arte,Azcuénaga 1129,,"-34.5946906,-58.4018519",,,,,,,,,,,,,,,,,,,,,,-34.5946906,-58.4018519,2014.0,Comuna 2,-34.5946906,-58.4018519,,,02,Ciudad Autónoma de Buenos Aires,,
Instituto Universitario Naval,Instituto Universitario Naval,Francisco Narciso de Laprida 555,,"-34.5945248,-58.469703",,,,,,,,,,,,,,,,,,,,,,-34.594524799999995,-58.469703,2105.0,Comuna 15,-34.594524799999995,-58.469703,,,02,Ciudad Autónoma de Buenos Aires,,
Instituto Universitario Patagónico de las Artes,Instituto Universitario Patagónico de las Artes,"Rivadavia 2263,",,"-39.0178878,-67.5960898",,,,,,,,,,,,,,,,,,,,,,-39.0178878,-67.59608979999999,62042.0,General Roca,-39.0178878,-67.59608979999999,620161.0,Gral. Roca,62,Río Negro,,
Instituto Universitario River Plate,Instituto Universitario River Plate,Av. Pres. Figueroa Alcorta 7597,,"-34.5453018,-58.4519636",,,,,,,,,,,,,,,,,,,,,,-34.5453018,-58.451963600000006,2091.0,Comuna 13,-34.5453018,-58.451963600000006,,,02,Ciudad Autónoma de Buenos Aires,,
Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,AvENIDA Alicia Moreau de Justo 1600,http://apis.datos.gob.ar/georef/api/direcciones?direccion=AvENIDA Alicia Moreau de Justo 1600&provincia=2,"-34.6148453,-58.3668853",,,,,,,,,,,,,,,,,,,,,,-34.6148453,-58.3668853,2007.0,Comuna 1,-34.6148453,-58.3668853,,,02,Ciudad Autónoma de Buenos Aires,"Tecnologia,Educación,Ingeniería,Sociales,Economicas,Arte,Religion,Psicologia,Idiomas,Naturales,Derecho,Exactas,Salud","Odontologia,Administración Publica,Bibliotecologia y Documentacion,Sociología,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Humanas,Computación, Sistemas e Informática,Biología,Kinesiologia,Formacion Docente de Nivel Superíor y Universitario,Ingeniería en Sistemas,Comercializacion y Marketing,Martillero Público,optica,Ingeniería Ambiental,Economía,Carrera No Definida,Ingeniería Industrial,Psicología,Kinesiología,Publicidad,Períodismo,Ingeniería Civil,Ciencia Política,Comercialización y Marketing,Formacion Docente para el nivel medio y/o superíor Universitario y no Universitario,Inglés,Ingeniería Electronica,Artes Audiovisuales,Logística y Transportes,Tecnologia e Ingeniería en Alimentos,Higiene y Seguridad Industrial,Contador Publico Nacional,Enfermería,Teología,Tecnología e Ingeniería en Alimentos,Contador Público Nacional,Produccion e Ingeniería Agropecuaria,Bibliotecología y Documentación,Administración Pública,Biologia,Quimica,Formacion Docente para el nivel medio y/o superíor Universitario y no,Producción e Ingeniería Agropecuaria,Medicina,Ingles,Martillero Publico,Odontología,Economia,Filosofia,Administración de Empresas Agropecuarias,Ciencia Politica,Ingeniería Electrónica,Comunicacion Social,Logistica y Transportes,Finanzas y Negocios,Teologia,Gestion y Administración de Empresas,Psicopedagogía,Educación Física y Deportes,Musica,Abogacia,Música,Relaciones Institucionales y Humanas,Óptica,Notariado,Ciencias del Ambiente y Recursos Naturales,Ciencias de la Educación,Letras,Educación Especial,Periodismo,Historia,Psicologia,Enfermeria,Educación Básica,Nutrición,Derecho y Ciencias Jurídicas,Gestión y Administración de Empresas,Educación Inicial,Relaciones Internacionales,Psicopedagogia,Formación Docente de Nivel Superior y Universitario,Abogacía,Filosofía,Derecho y Ciencias Juridicas,Comunicación Social,Química,Sociologia,Contabilidad"
Universidad  Favaloro,Universidad  Favaloro,Av. Entre Ríos 495,,"-34.6148113,-58.3940258",,,,,,,,,,,,,,,,,,,,,,-34.61481129999999,-58.394025799999994,2021.0,Comuna 3,-34.61481129999999,-58.394025799999994,,,02,Ciudad Autónoma de Buenos Aires,"Tecnologia,Ingeniería,Psicologia,Naturales,Exactas,Salud","Kinesiologia,BioIngeniería,Odontologia,Ingeniería Basica,Ingeniería en Sistemas,Psicologia,Biologia,Enfermeria,Radiologia y Diagnostico por Imagenes,Nutricion,Administración Hospitalaria y de Sistemas de Salud,Medicina"
Universidad Abierta Interamericana,Universidad Abierta Interamericana,Av. San Juan 951,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Av. San Juan 951&provincia=2," -34.6221199173329, -58.379325181549746",,,,,,,,,,,,,,,,,,,,,,-34.622119917332896,-58.37932518154975,2007.0,Comuna 1,-34.622119917332896,-58.37932518154975,,,02,Ciudad Autónoma de Buenos Aires,"Salud,Tecnologia,Educación,Sociales,Arte,Psicologia,Derecho,Exactas,Arquitectura,Economicas","Formacion Docente para el nivel medio y/o superíor Universitario y no Universitario,Artes Audiovisuales,Odontologia,Ciencia Politica,Comercio Exteríor,Ciencias de la Educación,Educación Fisica y Deportes,Diseño de Interíores,Turismo y Hotelería,Periodismo,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Humanas,Computación, Sistemas e Informática,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Básicas,Contador Publico Nacional,Comercio Exterior,Instrumentación Quirúrgica,Kinesiologia,Radiología y Diagnóstico por Imágenes,Enfermería,Formacion Docente de Nivel Superíor y Universitario,Comercio Internacional,Ingeniería en Sistemas,Instrumentacion Quirurgica,Comercializacion y Marketing,Martillero Público,Psicologia,Diseño Grafico,Terapia Ocupacional,Enfermeria,Matemática,Contador Público Nacional,Psicología,Arquitectura y Urbanismo,Turismo y Hoteleria,Kinesiología,Publicidad,Períodismo,Relaciones Publicas,Nutrición,Matematica,Gestion y Administración de Empresas,Derecho y Ciencias Jurídicas,Gestión y Administración de Empresas,Psicopedagogía,Ciencia Política,Comercialización y Marketing,Educación Inicial,Relaciones Internacionales,Educación Media,Formacion Docente para el nivel medio y/o superíor Universitario y no,Nutricion,Psicopedagogia,Medicina,Educación Física y Deportes,Formación Docente de Nivel Superior y Universitario,Diseño de Interiores,Abogacía,Derecho y Ciencias Juridicas,Martillero Publico,Administración y Gestión Cultural,Relaciones Públicas,Musica,Odontología,Radiologia y Diagnostico por Imagenes,Diseño Gráfico,Abogacia,Contabilidad,Música"
Universidad Adventista del Plata,Universidad Adventista del Plata,25 de mayo 99,http://apis.datos.gob.ar/georef/api/direcciones?direccion=25 de mayo 99,"-32.0759594,-60.4665987",,,,,,,,,,,,,,,,,,,,,,-32.075959399999995,-60.466598700000006,30021.0,Diamante,-32.075959399999995,-60.466598700000006,,,30,Entre Ríos,"Tecnologia,Educación,Religion,Sociales,Economicas,Psicologia,Idiomas,Salud","Formacion Docente para el nivel medio y/o superíor Universitario y no Universitario,Inglés,Odontologia,Ciencias de la Educación,Educación Fisica y Deportes,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Humanas,Computación, Sistemas e Informática,Contador Publico Nacional,Kinesiologia,Teología,Enfermería,Comunicacion Social,Formacion Docente de Nivel Superíor y Universitario,Ingeniería en Sistemas,Educación Basica,Psicologia,Enfermeria,Contador Público Nacional,Teologia,Psicología,Kinesiología,Trabajo Social,Nutrición,Gestion y Administración de Empresas,Gestión y Administración de Empresas,Psicopedagogía,Educación Inicial,Formacion Docente para el nivel medio y/o superíor Universitario y no,Nutricion,Psicopedagogia,Medicina,Formación Docente de Nivel Superior y Universitario,Ingles,Educación Física y Deportes,Comunicación Social,Odontología,Servicio Social,Contabilidad"
Universidad Argentina de la Empresa,Universidad Argentina de la Empresa,Lima 775,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Lima 775,"-34.6173746323554,-58.381525671564",,,,,,,,,,,,,,,,,,,,,,-34.6173746323554,-58.381525671564,2007.0,Comuna 1,-34.6173746323554,-58.381525671564,,,02,Ciudad Autónoma de Buenos Aires,"Salud,Tecnologia,Educación,Ingeniería,Sociales,Arte,Psicologia,Idiomas,Naturales,Derecho,Exactas,Arquitectura,Economicas","Diseño de Interíores,Sociología,Biología,Computación, Sistemas e Informática,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Humanas,Ingeniería en Sistemas,Ingeniería en Telecomunicaciones,Comercializacion y Marketing,Martillero Público,Economía,Carrera No Definida,Ingeniería Industrial,Psicología,Artes Plásticas,Organizacion y Produccion Industrial,Publicidad,Períodismo,Relaciones Publicas,Ciencia Política,Ingeniería Electromecánica,Comercialización y Marketing,Diseño de Interiores,Administración y Gestión Cultural,Relaciones Públicas,Relaciones Laborales,Electromecánica,Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo,Organización y Producción Industrial,Inglés,Ingeniería Electronica,Artes Audiovisuales,Tecnologia e Ingeniería en Alimentos,Contador Publico Nacional,Diseño Textil y de Indumentaria,Marketing y Comercialización,Teatro y Danza,Tecnología e Ingeniería en Alimentos,Contador Público Nacional,Arquitectura y Urbanismo,Biologia,Formacion Docente para el nivel medio y/o superíor Universitario y no,Producción e Ingeniería Agropecuaria,Ingles,Martillero Publico,Marketing y Comercializacion,Economia,Administración de Empresas Agropecuarias,Ciencia Politica,Turismo y Hotelería,Ingeniería Electrónica,Relaciones Industriales,Comunicacion Social,Comercio Internacional,Ingeniería Química,Finanzas y Negocios,Administración Hotelera,Turismo y Hoteleria,Gestion y Administración de Empresas,Electromecanica,Abogacia,Relaciones Institucionales y Humanas,BioIngeniería,Comercio Exteríor,Ciencias del Ambiente y Recursos Naturales,Periodismo,Comercio Exterior,Psicologia,Diseño Grafico,Gestión y Administración de Empresas,Derecho y Ciencias Jurídicas,Bioingeniería,Abogacía,Diseño Industrial,Derecho y Ciencias Juridicas,Comunicación Social,Construcciones,Diseño Gráfico,Sociologia,Contabilidad"
Universidad Argentina John F. Kennedy,Universidad Argentina John F. Kennedy,Bartolomé Mitre 1411,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Bartolomé Mitre 1411&provincia=2,"-34.60762266844467,-58.38645625343852",,,,,,,,,,,,,,,,,,,,,,-34.60762266844467,-58.38645625343852,2007.0,Comuna 1,-34.60762266844467,-58.38645625343852,,,02,Ciudad Autónoma de Buenos Aires,"Tecnologia,Educación,Sociales,Economicas,Arte,Psicologia,Derecho,Exactas,Arquitectura,Salud","Odontologia,Ciencia Politica,Logística y Transportes,Comercio Exteríor,Sociologia,Higiene y Seguridad Industrial,Bioquímica,Ciencias de la Educación,Sociología,Turismo y Hotelería,Periodismo,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Humanas,Computación, Sistemas e Informática,Contador Publico Nacional,Comercio Exterior,Formacion Docente de Nivel Superíor y Universitario,Teatro y Danza,Adminsitración y Producción de seguros,Comercio Internacional,Comercializacion y Marketing,Martillero Público,Psicologia,Diseño Grafico,Farmacia,Contador Público Nacional,Administración Hotelera,Psicología,Arquitectura y Urbanismo,Turismo y Hoteleria,Publicidad,Períodismo,Relaciones Publicas,Gestion y Administración de Empresas,Gestión y Administración de Empresas,Derecho y Ciencias Jurídicas,Psicopedagogía,Ciencia Política,Comercialización y Marketing,Quimica,Relaciones Internacionales,Formacion Docente para el nivel medio y/o superíor Universitario y no,Nutricion,Psicopedagogia,Medicina,Formación Docente de Nivel Superior y Universitario,Abogacía,Derecho y Ciencias Juridicas,Martillero Publico,Bioquimica,Relaciones Públicas,Geofísica,Odontología,Diseño Gráfico,Química,Relaciones Laborales,Abogacia,Servicio Social,Antropología"
Universidad Atlántida Argentina,Universidad Atlántida Argentina,Belgrano 89,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Belgrano 89&provincia=6,"-37.1552476,-57.7427199",,,,,,,,,,,,,,,,,,,,,,-37.1552476,-57.742719900000004,6518.0,Mar Chiquita,-37.1552476,-57.742719900000004,60518.0,Mar Chiquita,06,Buenos Aires,"Tecnologia,Psicologia,Derecho,Economicas","Psicología,Turismo y Hoteleria,Abogacía,Ingeniería en Sistemas,Comercializacion y Marketing,Psicologia,Gestion y Administración de Empresas,Gestión y Administración de Empresas,Turismo y Hotelería,Psicopedagogía,Comercialización y Marketing,Computación, Sistemas e Informática,Contador Público Nacional,Abogacia,Contador Publico Nacional,Psicopedagogia"
Universidad Austral,Universidad Austral,Maríano Acosta 1611,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Maríano Acosta 1611&provincia=6," -34.47094214462022, -58.847032888622834",,,,,,,,,,,,,,,,,,,,,,-34.47094214462022,-58.84703288862283,6638.0,Pilar,-34.47094214462022,-58.84703288862283,60638.0,Pilar,06,Buenos Aires,"Tecnologia,Educación,Ingeniería,Sociales,Economicas,Psicologia,Naturales,Derecho,Exactas,Arquitectura,Salud","Administración de Empresas Agropecuarias,Ciencia Politica,Bioquímica,Ciencias de la Educación,Ingeniería Básica,Tecnología y Ciencias Aplicadas,Contador Publico Nacional,Administración Hospitalaria y de Sistemas de Salud,Enfermería,Radiología y Diagnóstico por Imágenes,Formacion Docente de Nivel Superíor y Universitario,Comunicacion Social,Laboratorio,Ingeniería Basica,Ingeniería en Sistemas,Psicologia,Enfermeria,Economía,Contador Público Nacional,Ingeniería Industrial,Psicología,Educación Básica,Trabajo Social,Ingeniería Civil,Administración Pública,Gestion y Administración de Empresas,Gestión y Administración de Empresas,Derecho y Ciencias Jurídicas,Ciencia Política,Relaciones Internacionales,Medicina,Formación Docente de Nivel Superior y Universitario,Diseño de Interiores,Abogacía,Derecho y Ciencias Juridicas,Comunicación Social,Tecnologia y Ciencias Aplicadas,Bioquimica,Estadística,Estadistica,Abogacia,Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo,Servicio Social"
Universidad Autónoma de Entre ríos,Universidad Autónoma de Entre ríos,Gral. Justo José de Urquiza 732,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Gral. Justo José de Urquiza 732,"-32.0752125,-61.5334031",,,,,,,,,,,,,,,,,,,,,,-32.0752125,-61.533403099999994,82126.0,San Martín,-32.0752125,-61.533403099999994,824044.0,Cañada Rosquín,82,Santa Fe,,
Universidad Blas Pascal,Universidad Blas Pascal,Rodríguez Peña 1085,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Rodríguez Peña 1085&provincia=2,"-34.59603749231513,-58.39193924933041",,,,,,,,,,,,,,,,,,,,,,-34.59603749231513,-58.391939249330406,2014.0,Comuna 2,-34.59603749231513,-58.391939249330406,,,02,Ciudad Autónoma de Buenos Aires,"Tecnologia,Educación,Ingeniería,Sociales,Arte,Psicologia,Naturales,Derecho,Policial,Arquitectura,Economicas","Artes Audiovisuales,Administración de Empresas Agropecuarias,Ciencias del Ambiente y Recursos Naturales,Notariado,Higiene y Seguridad Industrial,Educación Fisica y Deportes,Turismo y Hotelería,Periodismo,Computación, Sistemas e Informática,Tecnología y Ciencias Aplicadas,Redes y Telecomunicaciones,Contador Publico Nacional,Comunicacion Social,Ingeniería en Sistemas,Comercio Internacional,Ingeniería en Telecomunicaciones,Comercializacion y Marketing,Martillero Público,Finanzas y Negocios,Diseño Grafico,Contador Público Nacional,Carrera No Definida,Administración y Gestión Ambiental,Arquitectura y Urbanismo,Turismo y Hoteleria,Publicidad,Períodismo,Relaciones Publicas,Gestion y Administración de Empresas,Psicopedagogía,Gestión y Administración de Empresas,Derecho y Ciencias Jurídicas,Criminologia,Comercialización y Marketing,Educación de Adultos,Formacion Docente para el nivel medio y/o superíor Universitario y no,Psicopedagogia,Educación Física y Deportes,Abogacía,Derecho y Ciencias Juridicas,Comunicación Social,Martillero Publico,Tecnologia y Ciencias Aplicadas,Administración y Gestión Cultural,Relaciones Públicas,Diseño Gráfico,Relaciones Laborales,Criminología,Abogacia,Contabilidad,Relaciones Institucionales y Humanas"
Universidad CAECE,Universidad CAECE,Av. de Mayo 866,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Av. de Mayo 866,"-34.608865810462795,-58.378716306442456",,,,,,,,,,,,,,,,,,,,,,-34.6088658104628,-58.37871630644246,2007.0,Comuna 1,-34.6088658104628,-58.37871630644246,,,02,Ciudad Autónoma de Buenos Aires,"Tecnologia,Educación,Ingeniería,Sociales,Economicas,Arte,Psicologia,Idiomas,Naturales,Deporte,Exactas,Salud","Formacion Docente para el nivel medio y/o superíor Universitario y no Universitario,Inglés,Filosofia,Administración de Empresas Agropecuarias,Ciencia Politica,Comercio Exteríor,Ciencias del Ambiente y Recursos Naturales,Higiene y Seguridad Industrial,Ciencias de la Educación,Educación Fisica y Deportes,Sociología,Turismo y Hotelería,Educación Especial,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Humanas,Computación, Sistemas e Informática,Biología,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Básicas,Tecnología y Ciencias Aplicadas,Contador Publico Nacional,Comercio Exterior,Administración Hospitalaria y de Sistemas de Salud,Comunicacion Social,Marketing y Comercialización,Ingeniería en Sistemas,Comercio Internacional,Comercializacion y Marketing,Psicologia,Diseño Grafico,Finanzas y Negocios,Matemática,Economía,Contador Público Nacional,Administración Hotelera,Ingeniería Industrial,Psicología,Turismo y Hoteleria,Publicidad,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Sociales,Períodismo,Relaciones Publicas,Matematica,Gestion y Administración de Empresas,Biologia,Gestión y Administración de Empresas,Psicopedagogía,Actividad Fisica y Deportes,Comercialización y Marketing,Formacion Docente para el nivel medio y/o superíor Universitario y no,Psicopedagogia,Ingles,Comunicación Social,Actividad Física y Deportes,Tecnologia y Ciencias Aplicadas,Marketing y Comercializacion,Relaciones Públicas,Diseño Gráfico,Sociologia,Contabilidad"
Universidad Católica de Córdoba,Universidad Católica de Córdoba,Obispo Trejo 323,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Obispo Trejo 323&provincia=14,"-31.4527657,-64.2513093",,,,,,,,,,,,,,,,,,,,,,-31.4527657,-64.2513093,14014.0,Capital,-31.4527657,-64.2513093,140077.0,Córdoba,14,Córdoba,"Tecnologia,Educación,Religion,Sociales,Economicas,Ingeniería,Psicologia,Idiomas,Naturales,Derecho,Arquitectura,Salud","Odontologia,Administración Publica,Sociología,Produccion Animal,Biología,Computación, Sistemas e Informática,Ingeniería Aeronáutica,Administración Hospitalaria y de Sistemas de Salud,Instrumentación Quirúrgica,Formacion Docente de Nivel Superíor y Universitario,Sanidad y Saneamiento Ambiental,Ingeniería en Sistemas,Instrumentacion Quirurgica,optica,Carrera No Definida,Ingeniería Industrial,Psicología,Ingeniería Civil,Ciencia Política,Administración y Gestión Cultural,Ingeniería Agronomica,Relaciones Laborales,Ingeniería Electronica,Geriatria y Gerontologia,Ingeniería Aeronautica,Tecnologia e Ingeniería en Alimentos,Higiene y Seguridad Industrial,Salud Pública,Contador Publico Nacional,Enfermería,Teología,Radiología y Diagnóstico por Imágenes,Farmacia,Tecnología e Ingeniería en Alimentos,Contador Público Nacional,Arquitectura y Urbanismo,Produccion e Ingeniería Agropecuaria,Administración Pública,Ingeniería Mecánica,Producción e Ingeniería Agropecuaria,Nutricion,Medicina,Geriatría y Gerontología,Paisajismo, Jardineria y Floricultura,Odontología,Economia,Filosofia,Administración de Empresas Agropecuarias,Ciencia Politica,Salud Publica,Anestesiología,Ingeniería Electrónica,Anestesiologia,Finanzas y Negocios,Producción Animal,Teologia,Ingeniería  Eléctrica,Gestion y Administración de Empresas,Psicopedagogía,Bioquimica,Abogacia,Óptica,Notariado,Bioquímica,Ciencias de la Educación,Paisajismo, Jardinería y Floricultura,Letras,Educación Especial,Historia,Ingeniería en Agrimensura,Veterinaria,Psicologia,Terapia Ocupacional,Enfermeria,Ingeniería Eléctrica,Nutrición,Derecho y Ciencias Jurídicas,Gestión y Administración de Empresas,Relaciones Internacionales,Psicopedagogia,Formación Docente de Nivel Superior y Universitario,Abogacía,Diseño Industrial,Filosofía,Derecho y Ciencias Juridicas,Ingeniería Agronómica,Radiologia y Diagnostico por Imagenes,Sociologia,Contabilidad"
Universidad Católica de Cuyo,Universidad Católica de Cuyo,Av. José Ignacio de la Roza 1516,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Av. José Ignacio de la Roza 1516,"-31.5403667,-68.5882198",,,,,,,,,,,,,,,,,,,,,,-31.5403667,-68.5882198,70084.0,Rivadavia,-31.5403667,-68.5882198,700084.0,Rivadavia,70,San Juan,"Salud,Tecnologia,Educación,Sociales,Psicologia,Naturales,Derecho,Economicas","Formacion Docente para el nivel medio y/o superíor Universitario y no Universitario,Filosofia,Artes Audiovisuales,Comercio Exteríor,Tecnologia e Ingeniería en Alimentos,Higiene y Seguridad Industrial,Notariado,Ciencias de la Educación,Ciencias del Ambiente y Recursos Naturales,Educación Fisica y Deportes,Bioquímica,Turismo y Hotelería,Secretariado,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Humanas,Computación, Sistemas e Informática,Accidentologia,Contador Publico Nacional,Comercio Exterior,Administración Hospitalaria y de Sistemas de Salud,Instrumentación Quirúrgica,Kinesiologia,Enfermería,Bromatologia,Formacion Docente de Nivel Superíor y Universitario,Sanidad y Saneamiento Ambiental,Veterinaria,Laboratorio,Instrumentacion Quirurgica,Comercializacion y Marketing,Martillero Público,Psicologia,Finanzas y Negocios,Farmacia,Enfermeria,Enología y Frutihorticultura,Economía,Tecnología e Ingeniería en Alimentos,Contador Público Nacional,Psicología,Enologia y Frutihorticultura,Obstetricia,Turismo y Hoteleria,Educación Básica,Kinesiología,Nutrición,Gestion y Administración de Empresas,Derecho y Ciencias Jurídicas,Gestión y Administración de Empresas,Psicopedagogía,Accidentología,Comercialización y Marketing,Educación Inicial,Bromatología,Formacion Docente para el nivel medio y/o superíor Universitario y no,Nutricion,Medicina,Psicopedagogia,Educación Física y Deportes,Formación Docente de Nivel Superior y Universitario,Laboratorío,Abogacía,Filosofía,Derecho y Ciencias Juridicas,Martillero Publico,Bioquimica,Economia,Criminología,Abogacia,Contabilidad,Relaciones Institucionales y Humanas"
