"carrera","carrera_grupo","Carrera_normalizada"
"Tecnico Superíor en Gestion Juridica","Derecho","Derecho y Ciencias Juridicas"
"Tecnico Universitarío en Derecho","Derecho","Derecho y Ciencias Juridicas"
"Tecnico Universitarío en Gestion Juridica","Derecho","Derecho y Ciencias Juridicas"
"Tecnico Universitarío en Gestion y Ciencias Juridicas","Derecho","Derecho y Ciencias Juridicas"
"Tecnico Universitarío en Seguridad Ciudadana","Derecho","Derecho y Ciencias Juridicas"
"Tecnico Universitarío en Seguridad Penitenciaria","Derecho","Derecho y Ciencias Juridicas"
"Licenciado en Podologia - Ciclo de Licenciatura","Salud","Dermatologia y Podologia"
"Podologo","Salud","Dermatologia y Podologia"
"Podologo Universitarío","Salud","Dermatologia y Podologia"
"Tecnico en Dermatocosmiatria","Salud","Dermatologia y Podologia"
"Tecnico en Podologia","Salud","Dermatologia y Podologia"
"Tecnico Universitarío en Cosmiatria y Cosmetologia - MD","Salud","Dermatologia y Podologia"
"Tecnico Universitarío en Podologia","Naturales","Dermatologia y Podologia"
"Decorador de Interíores","Arquitectura","Diseño de Interíores"
"Diseñador de Iluminacion","Arquitectura","Diseño de Interíores"
"Diseñador de Interíores","Arquitectura","Diseño de Interíores"
"Diseñador de Interíores y Equipamiento","Arquitectura","Diseño de Interíores"
"Diseñador de Interíores y Mobiliarío","Arquitectura","Diseño de Interíores"
"Diseñador Industrial con orientacion en Grafica","Arquitectura","Diseño de Interíores"
"Especialista en Diseño de Interíores","Arquitectura","Diseño de Interíores"
"Especialista en Diseño de Mobiliarío","Arquitectura","Diseño de Interíores"
"Licenciado en Diseño","Arquitectura","Diseño de Interíores"
"Licenciado en Diseño de Iluminacion de Espectaculos","Arquitectura","Diseño de Interíores"
"Licenciado en Diseño de Interíores","Arquitectura","Diseño de Interíores"
"Licenciado en Diseño de Interíores - Ciclo de Licenciatura","Arquitectura","Diseño de Interíores"
"Magister en Luminotecnia","Arquitectura","Diseño de Interíores"
"Tecnico Diseñador Universitarío en Iluminacion","Arquitectura","Diseño de Interíores"
"Tecnico en Armado de Vidrieras","Arquitectura","Diseño de Interíores"
"Tecnico en Diseño de Interíores","Arquitectura","Diseño de Interíores"
"Tecnico en Diseño del Espacio Escenico - MD","Arquitectura","Diseño de Interíores"
"Tecnico en Iluminacion de Espectaculos","Arquitectura","Diseño de Interíores"
"Tecnico en Interíorismo y Decoracion - MD","Arquitectura","Diseño de Interíores"
"Tecnico Universitarío en Decoracion de Interíores","Arquitectura","Diseño de Interíores"
"Tecnico Universitarío en Diseño de Interíores","Arquitectura","Diseño de Interíores"
"Tecnico Universitarío en Equipamiento Interíor","Arquitectura","Diseño de Interíores"
"Comunicador Visual","Arte","Diseño Grafico"
"Diseñador de Historietas","Arte","Diseño Grafico"
"Diseñador de Ilustracion","Arte","Diseño Grafico"
"Diseñador en Comunicacion Visual","Arte","Diseño Grafico"
"Diseñador Fotografico","Arte","Diseño Grafico"
"Diseñador Grafico","Arte","Diseño Grafico"
"Diseñador Grafico en Comunicacion Visual","Arte","Diseño Grafico"
"Diseñador Integral en Comunicacion Multimedial","Arte","Diseño Grafico"
"Diseñador Multimedia","Arte","Diseño Grafico"
"Doctor de la Universidad de Buenos Aires, area Diseño","Arte","Diseño Grafico"
"Doctor en Ciencias del Diseño","Arte","Diseño Grafico"
"Doctor en Diseño","Arte","Diseño Grafico"
"Especialista en Diseño de Tipografia","Arte","Diseño Grafico"
"Especialista en Diseño Multimedial","Arte","Diseño Grafico"
"Especialista en Diseño y Gestion de Marcas y Sistemas de Identidad","Arte","Diseño Grafico"
"Especialista en Edicion","Arte","Diseño Grafico"
"Especialista en Sociologia del Diseño","Arte","Diseño Grafico"
"Especialista en Teoria del Diseño Comunicacional","Arte","Diseño Grafico"
"Licenciado en Diseño - Ciclo de Licenciatura","Arte","Diseño Grafico"
"Licenciado en Diseño Artistico Audiovisual","Arte","Diseño Grafico"
"Licenciado en Diseño Asistido","Arte","Diseño Grafico"
"Licenciado en Diseño de la Comunicacion Visual","Arte","Diseño Grafico"
"Licenciado en Diseño de la Imagen Visual","Arte","Diseño Grafico"
"Licenciado en Diseño Grafico","Arte","Diseño Grafico"
"Licenciado en Diseño Grafico - Ciclo de Licenciatura","Arte","Diseño Grafico"
"Licenciado en Diseño Grafico Multimedial","Arte","Diseño Grafico"
"Licenciado en Diseño Grafico Publicitarío","Arte","Diseño Grafico"
"Licenciado en Diseño Grafico y Comunicacion Audiovisual","Arte","Diseño Grafico"
"Licenciado en Diseño Grafico y Comunicacion Visual","Arte","Diseño Grafico"
"Licenciado en Diseño Grafico y Multimedia","Arte","Diseño Grafico"
"Licenciado en Diseño Multimedia y de Interaccion","Arte","Diseño Grafico"
"Licenciado en Diseño Multimedial","Arte","Diseño Grafico"
"Licenciado en Diseño Visual","Arte","Diseño Grafico"
"Licenciado en Diseño y Comunicacion Visual","Arte","Diseño Grafico"
"Licenciado en Diseño y Produccion Audiovisual","Arte","Diseño Grafico"
"Licenciado en Diseño y Produccion de Imagen","Arte","Diseño Grafico"
"Licenciado en Diseño y Produccion en Comunicacion Multimedial","Arte","Diseño Grafico"
"Licenciado en Diseño y Produccion Multimedial","Arte","Diseño Grafico"
"Licenciado en Gestion de la Produccion Grafica - Ciclo de Licenciatura","Arte","Diseño Grafico"
"Magister de la Universidad de Buenos Aires en Diseño Comunicacional","Arte","Diseño Grafico"
"Magister de la Universidad de Buenos Aires en Logica y Tecnica de la Forma","Arte","Diseño Grafico"
"Magister en Gestion del Diseño","Arte","Diseño Grafico"
"Magister en Gestion del Diseño para los Desarrollos Regionales","Arte","Diseño Grafico"
"Master de la Universidad de Palermo en Diseño","Arte","Diseño Grafico"
"Tecnico en Diseño Editorial - MD","Arte","Diseño Grafico"
"Tecnico en Diseño en Comunicacion Visual","Arte","Diseño Grafico"
"Tecnico en Diseño Grafico","Arte","Diseño Grafico"
"Tecnico en Diseño Multimedial","Arte","Diseño Grafico"
"Tecnico Universitarío en Diseño de la Imagen Visual","Arte","Diseño Grafico"
"Tecnico Universitarío en Diseño Editorial y Multimedial","Arte","Diseño Grafico"
"Tecnico Universitarío en Diseño Grafico","Arte","Diseño Grafico"
"Tecnico Universitarío en Diseño y Animacion Digital","Arte","Diseño Grafico"
"Tecnico Universitarío en Diseño y Animacion Digital - MD","Arte","Diseño Grafico"
"Tecnico Universitarío en Edicion","Arte","Diseño Grafico"
"Analista Universitarío en Diseño Industrial","Arquitectura","Diseño Industrial"
"Diseñador de Mobiliarío","Arquitectura","Diseño Industrial"
"Diseñador Industrial","Arquitectura","Diseño Industrial"
"Diseñador Industrial con orientacion en Productos","Arquitectura","Diseño Industrial"
"Doctor de la Universidad de Buenos Aires, area Diseño Industrial","Arquitectura","Diseño Industrial"
"Especialista en Biodiseño y Productos Mecatronicos","Arquitectura","Diseño Industrial"
"Especialista en Gestion Estrategica de Diseño - Gerenciamiento de Proyecto y de Diseño","Arquitectura","Diseño Industrial"
"Especialista en Logica y Tecnica de la Forma","Arquitectura","Diseño Industrial"
"Licenciado en Diseño Industrial","Arquitectura","Diseño Industrial"
"Licenciado en Diseño Industrial - Ciclo de Complementacion Curricular","Arquitectura","Diseño Industrial"
"Magister de la Universidad de Buenos Aires en Diseño Abierto para la Innovacion","Arquitectura","Diseño Industrial"
"Magister en Diseño de Procesos Innovativos","Arquitectura","Diseño Industrial"
"Tecnico en Diseño de Marcas y Envases","Arquitectura","Diseño Industrial"
"Tecnico en Diseño de Mobiliarío - MD","Arquitectura","Diseño Industrial"
"Tecnico en Diseño Industrial","Arquitectura","Diseño Industrial"
"Tecnico en Diseño y Programacion de Videojuegos - MD","Arquitectura","Diseño Industrial"
"Tecnico Superíor en Diseño Industrial","Arquitectura","Diseño Industrial"
"Tecnico Universitarío en Diseño Industrial","Arquitectura","Diseño Industrial"
"Ciclo Diseño de Indumentaria y Textil","Arte","Diseño Textil y de Indumentaria"
